input_location,latitude,longitude,bbl,fireBattalion,censusTract2010
106 E 182 ST,40.85664386577707,-73.90254103945584,2031700081,19, 23704
190 RIVERSIDE DR,40.79268140306162,-73.97675656135395,1012517501,11, 179  
190 RIVERSIDE DR,40.79268140306162,-73.97675656135395,1012517501,11, 179  
30 E 37 ST,40.74950472315729,-73.98121085857849,1008667502,08,  82  
60 WALL ST,40.70591371596806,-74.00860936465871,1000400003,01,   7  
1384 OCEAN PKWY,40.61521680111119,-73.9687789777281,3065680044,33, 444  
1384 OCEAN PKWY,40.61521680111119,-73.9687789777281,3065680044,33, 444  
531 GRAND ST,40.71453941078047,-73.98194216289563,NA,04,   202
531 GRAND ST,40.71453941078047,-73.98194216289563,NA,04,   202
1740 FLATBUSH AVE,40.62801665216416,-73.94259676940472,3075980036,33, 740  
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  
PAERDEGAT BASIN DRAW BRIDGE,40.62674959991542,-73.9065332797962,NA,NA, 69602
721 FULTON,NA,NA,NA,NA,NA
197 WILLIAMSBURG ST,NA,NA,NA,NA,NA
197 WILLIAMSBURG ST,NA,NA,NA,NA,NA
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  
1587 FULTON ST,40.679755991531145,-73.93769581647123,3018590035,57, 273  
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  
344 RIDGEWOOD AVE,40.68454526798423,-73.87617228262769,3041270031,39,117601
324 RIDGEWOOD AVE,40.684414080488274,-73.8766953400726,3041270127,39,117601
1034 39 ST,40.64404104490776,-73.99196435686166,3055840013,48, 110  
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  
2074 65 ST,40.61560699539121,-73.98437859218515,3055560035,42, 256  
137-48 FRANCIS LEWIS BLVD,40.671683147045364,-73.74209998558113,4131710062,54, 646  
1088 LIBERTY AVE,40.67838922364115,-73.86917142955319,3042000018,39,1190  
35 E CLARKE PL,40.83790113882695,-73.91776145510242,2028400022,17, 22101
854 LINDEN BLVD,40.65406088101649,-73.92630964508396,NA,58, 866  
852 LINDEN BLVD,40.65405817085846,-73.92636370762362,3046800004,58, 866  
885 2 AVE,40.75319397051719,-73.96975740741871,1013210022,08,  90  
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  
76-02 WOODHAVEN BLVD,40.70833960796693,-73.85938121109388,4038570300,46, 637  
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  
354 CHAUNCEY ST,40.68165979122554,-73.91841924123314,3015140018,37, 379  
143-51 ROOSEVELT AVE,40.7614167917137,-73.822882537031,4050227502,52, 865  
164-30 HILLSIDE AVE,40.86102771196079,-73.92537174456375,1021730029,13, 283  
671 BAY ST,40.62566517855485,-74.0750531462078,5004960107,21,   6  
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  
120 BROOME ST,NA,NA,NA,NA,NA
125 DELANCEY ST,40.71838283249491,-73.98768056939194,1003527501,04,  18  
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  
60-56 GATES AVE,40.68446953765543,-73.96568178338869,3019780017,31, 199  
163-53 MATHIAS,40.691111507574604,-73.78672461989734,4102010036,50, 264  
58-58 FRESHPOND RD,NA,NA,NA,NA,NA
165 WEST END AVE,40.77701876472311,-73.98652154333283,1011797501,09, 155  
165 WESTEND AVE,NA,NA,NA,NA,NA
58-46 FRESHPOND RD,NA,NA,NA,NA,NA
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  
2130 CROTONA AVE,40.84919233267103,-73.88781184889592,2030980001,18, 371  
129 ST,NA,NA,NA,NA,NA
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  
6918 3 AVE,40.635499324381534,-74.0261431229614,3058710052,40,  68  
219 E 69 ST,40.767318475083876,-73.96082322207336,1014240010,10, 126  
339 E 8 ST,40.72489211649724,-73.9788510815823,1003910030,04,  2602
1400 BERGEN ST,40.67544703925714,-73.9383343439347,3013520001,38, 343  
4189 WHITEPALINS RD,NA,NA,NA,NA,NA
2410 FRISBY AVE,40.83830261565653,-73.84817068814547,2039750016,03, 202  
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602
5702 8 AVE,40.63710772603872,-74.00789068611863,3008500038,40, 104  
5702 8 AVE,40.63710772603872,-74.00789068611863,3008500038,40, 104  
1108 CORTELYOU RD,40.63972473984242,-73.96772979089626,3051540004,41, 526  
1108 CORTELYOU RD,40.63972473984242,-73.96772979089626,3051540004,41, 526  
29 E 28 ST,40.74387859101867,-73.98536981431363,1008580026,08,  74  
120-31 131 ST,40.67448715730636,-73.8073988516899,4117550037,54, 818  
120-31 131 ST,40.67448715730636,-73.8073988516899,4117550037,54, 818  
502 W 143 ST,40.82420118397107,-73.94918057275287,1020740042,16, 229  
502 W 143 ST,40.82420118397107,-73.94918057275287,1020740042,16, 229  
773 MONROE ST,40.68834818001826,-73.9256010696857,3016380073,37, 385  
773 MONROE ST,40.68834818001826,-73.9256010696857,3016380073,37, 385  
2844 W 15 ST,40.578090882423126,-73.9828970207964,3070220027,43, 348  
218-22 97TH AVE,40.71706097489696,-73.73653495649225,NA,53, 568  
218-22 97TH AVE,40.71706097489696,-73.73653495649225,NA,53, 568  
EXIT 12,NA,NA,NA,NA,NA
1071 GRANT AVE,40.83044034755179,-73.9168383875116,2024510026,17, 18101
1071 GRANT AVE,40.83044034755179,-73.9168383875116,2024510026,17, 18101
104-39 134 ST,40.69079119487671,-73.81241452755339,4095880030,50, 15801
104-39 134 ST,40.69079119487671,-73.81241452755339,4095880030,50, 15801
1427 FULTON ST,40.6801189803043,-73.94437624216727,3018540048,57, 269  
1427 FULTON ST,40.6801189803043,-73.94437624216727,3018540048,57, 269  
3068 BRIGHTON 13 ST,40.578737152823386,-73.95641955863954,3087150041,43, 61004
247 W 38 ST,40.75409230606114,-73.99014278163214,1007880019,07, 113  
247 W 38 ST,40.75409230606114,-73.99014278163214,1007880019,07, 113  
3219 CORSA AVE,40.87328301134889,-73.84544400749172,2047420122,15, 358  
687 W 204 STREET,40.867866371144366,-73.92364668009985,1022400037,13, 295  
501 E 176 STREET,40.84560858766387,-73.89756940623022,2029240001,17, 395  
723 BRISTOL STREET,40.653191664864345,-73.90843154185518,3036420001,58, 922  
723 BRISTOL STREET,40.653191664864345,-73.90843154185518,3036420001,58, 922  
716 WILLIAMS AVE,40.65821249885135,-73.89623886628237,3038670067,58,1132  
716 WILLIAMS AVE,40.65821249885135,-73.89623886628237,3038670067,58,1132  
124-05 95 AVE,40.69361291914216,-73.82286792644263,4094410046,50, 148  
124-05 95 AVE,40.69361291914216,-73.82286792644263,4094410046,50, 148  
311 E BEDFORD PARK BLVD,40.8698710367071,-73.88514475481661,2032920062,27, 415  
852 E 229 ST,40.889230510046026,-73.85453192266552,2048530081,15, 406  
199 BRADFORD ST,40.67439239171323,-73.89261222895117,3037080006,44,1152  
199 BRADFORD ST,40.67439239171323,-73.89261222895117,3037080006,44,1152  
23-90 29 ST,40.66059777709016,-74.00414136572459,NA,40,  18  
23-90 29 ST,40.66059777709016,-74.00414136572459,NA,40,  18  
14-23 111 ST,40.78485354202862,-73.85592272605248,4040460022,52, 929  
2 AVE,40.63755369198412,-74.12963155510398,5010090019,22, 207  
34 COOPER SQ,40.728154472783906,-73.99093315704415,1005440045,06,  42  
34 COOPER SQ,40.728154472783906,-73.99093315704415,1005440045,06,  42  
4220 BOSTON RD,40.887202160321934,-73.82486927959344,2052860005,15, 46202
56-45 MAIN ST,40.74681695395825,-73.82615501061835,4051650001,52, 799  
33-33 CRESCENT ST,40.68855827044238,-73.87377776622832,NA,39,118201
4413 8 AVE,40.64434050667439,-74.00034232714046,3007420005,48,  94  
4413 8 AVE,40.64434050667439,-74.00034232714046,3007420005,48,  94  
388 BRIDGE ST,40.6915854196149,-73.98532359264277,3001527501,31,  11  
388 BRIDGE ST,40.6915854196149,-73.98532359264277,3001527501,31,  11  
5811 PRESTON CT,40.63933803408968,-73.92240925291638,3079320234,58, 94401
4220 BOSTON RD,40.887202160321934,-73.82486927959344,2052860005,15, 46202
116-15 131 ST,40.67760745092177,-73.80873099318927,4116870061,50, 178  
88-20 219 ST,40.729072147281606,-73.74509625465255,4106780058,53, 552  
88-20 219 ST,40.729072147281606,-73.74509625465255,4106780058,53, 552  
66-96 FRESHPOND RD,NA,NA,NA,NA,NA
66-96 FRESHPOND RD,NA,NA,NA,NA,NA
66-96 FRESHPOND RD,NA,NA,NA,NA,NA
1454 GRAND CONCOURSE,40.84004402224376,-73.91301717836832,2028320030,17, 225  
1454 GRAND CONCOURSE,40.84004402224376,-73.91301717836832,2028320030,17, 225  
330 W 40 ST,40.756378806677155,-73.99176672029105,1007630056,07, 115  
330 W 40 ST,40.756378806677155,-73.99176672029105,1007630056,07, 115  
1441 GRANT HWY,40.84318829644202,-73.92296300439696,2025220098,17, 211  
1441 GRANT HWY,40.84318829644202,-73.92296300439696,2025220098,17, 211  
1850 PHELAN PL,40.853223896961374,-73.91644842496252,2028790240,19, 24501
26 BROADWAY,40.705679964399216,-74.01330172836009,1000220013,01,   9  
247-13 136 AVE,40.6687945207073,-73.72849589630823,4132300020,54, 638  
247-13 136 AVE,40.6687945207073,-73.72849589630823,4132300020,54, 638  
26 GROVE ST,40.73257926615094,-74.00501181103317,1005880009,02,  73  
26 GROVE ST,40.73257926615094,-74.00501181103317,1005880009,02,  73  
26 GROVE ST,40.73257926615094,-74.00501181103317,1005880009,02,  73  
140 86 ST,40.62445185634513,-74.03526720140606,3060420024,42,  50  
3907 BELT PKWY,40.58595723227479,-73.93096436804854,3088400103,43, 628  
4435 VICTORY BLVD,40.58621693251353,-74.20082531941611,5027050225,22, 29102
547 52 ST,40.64335740173687,-74.01042460871672,3008000058,40,  98  
547 52 ST,40.64335740173687,-74.01042460871672,3008000058,40,  98  
630 STANLEY AVE,40.65870449172171,-73.88538578772366,3043710001,39,1106  
90 BUSHWICK AVE,40.712198056684414,-73.94081810891218,3027840021,35, 495  
2720 WHITMAN DR,40.60514601171516,-73.9108563097013,3085990054,58, 70201
436 W 160 ST,40.834407037585365,-73.93986017339185,1021090024,13, 24301
436 W 160 ST,40.834407037585365,-73.93986017339185,1021090024,13, 24301
3938 MULVEY AVE,40.88959544106342,-73.82846525236425,2049730025,15, 456  
179-22 UNION TNPK,40.726821373662915,-73.78842511564491,4072290016,50,1277  
179-22 UNION TNPK,40.726821373662915,-73.78842511564491,4072290016,50,1277  
143-17 FRANKLIN AVE,40.69479284182711,-73.95807105574319,3018990073,31,1237  
143-17 FRANKLIN AVE,40.69479284182711,-73.95807105574319,3018990073,31,1237  
AUTHOR KILL RD,NA,NA,NA,NA,NA
137 RIVERSIDE DR,40.789712248393826,-73.98020640067669,1012470057,11, 171  
137 RIVERSIDE DR,40.789712248393826,-73.98020640067669,1012470057,11, 171  
2157 BELMONT AVE,40.850126518164494,-73.88882958894567,2030820047,18, 373  
2157 BELMONT AVE,40.850126518164494,-73.88882958894567,2030820047,18, 373  
300 E 138 ST,40.810591527368054,-73.92636392158543,2023110001,14,  23  
236 BROADWAY,40.71238043532599,-74.00780220461446,NA,01,  21  
300 E 138 ST,40.810591527368054,-73.92636392158543,2023110001,14,  23  
236 BROADWAY,40.71238043532599,-74.00780220461446,NA,01,  21  
985 ANDERSON AVE,40.831762308816316,-73.92757634080255,2025070024,17, 189  
I 95,NA,NA,NA,NA,NA
35-37 12 ST,40.671752586573916,-73.99689615992435,3010070172,48, 119  
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
3031 W 25 ST,40.572832805388586,-73.9916129647617,3070700001,43, 352  
17 KANE PL,40.67769173420929,-73.92371299276894,3017130010,38, 299  
18 KANE PL,40.67764234741574,-73.92374189121716,3017120127,38, 299  
61-26 PARSONS BLVD,40.73788816115994,-73.8104343755272,4067500057,52,122702
61-26 PARSONS BLVD,40.73788816115994,-73.8104343755272,4067500057,52,122702
820 THERIOT AVE,40.82215381506686,-73.8621720769862,2036420030,03,  42  
226 STAFFORD AVE,40.546739754053505,-74.18695079813665,5062680036,23, 17009
226 STAFFORD AVE,40.546739754053505,-74.18695079813665,5062680036,23, 17009
728 E NEW YORK AVE,40.66230522231493,-73.93866728573884,3047950016,38, 87401
43 E AUGUSTA AVE,40.55318305683291,-74.15878870405386,5054690062,23, 14604
1624 STILLWELL AVE,40.855740004675944,-73.84022509058921,2042230012,20, 296  
321 HANCOCK ST,40.683343450898384,-73.9430719482824,3018350075,57, 267  
1624 STILLWELL AVE,40.855740004675944,-73.84022509058921,2042230012,20, 296  
321 HANCOCK ST,40.683343450898384,-73.9430719482824,3018350075,57, 267  
39-43 CRESCENT ST,40.688434708437526,-73.87373473016517,3041060020,39,118201
90-01 BEACH CHANNEL DR,40.58931599504694,-73.81565557348644,4161240033,47, 94202
90-01 BEACH CHANNEL DR,40.58931599504694,-73.81565557348644,4161240033,47, 94202
27 STEWART ST,40.68036144590647,-73.90409660785133,3034720051,44, 405  
27 STEWART ST,40.68036144590647,-73.90409660785133,3034720051,44, 405  
OCEAN PARKWAY,NA,NA,NA,NA,NA
OCEAN PARKWAY,NA,NA,NA,NA,NA
970 FLUSHING AVE,40.70335242108269,-73.93220610568022,3031440016,28, 425  
282 WALLABOUT ST,40.70034296922634,-73.95160476899991,3022647513,57, 531  
282 WALLABOUT ST,40.70034296922634,-73.95160476899991,3022647513,57, 531  
1660 TOPPING AVE,40.8432168005428,-73.90588940580105,2027900010,17, 22902
607 COLLEGE AVE,40.62213071359719,-74.14127288747666,5014350010,22, 251  
607 COLLEGE AVE,40.62213071359719,-74.14127288747666,5014350010,22, 251  
1669 BAY SHORE AVE,40.84765976569407,-73.81637457497366,2054170164,20, 27402
71 VERMILYEA AVE,40.86568149577853,-73.92350095571744,1022250004,13, 291  
33-34 21 ST,40.66470678015099,-73.9988753823317,NA,48,  18  
4435 VICTORY BLVD,40.58621693251353,-74.20082531941611,5027050225,22, 29102
4435 VICTORY BLVD,40.58621693251353,-74.20082531941611,5027050225,22, 29102
1050 53 ST,40.63593597228912,-73.99968293690189,3056670016,40, 218  
1050 53 ST,40.63593597228912,-73.99968293690189,3056670016,40, 218  
4175 WICKHAM,40.89347174619361,-73.84866679283812,2050080007,15, 430  
4175 WICKHAM,40.89347174619361,-73.84866679283812,2050080007,15, 430  
405 E 63 ST,40.761996083185124,-73.95984448455853,1014580005,10, 10602
106-14 NORTHERN BLVD,40.75775734044346,-73.86257965498372,4017210006,49, 379  
106-02 NORTHERN BLVD,40.75775469040434,-73.86265907128724,4017217501,49, 379  
601 WESTEND AVE,NA,NA,NA,NA,NA
67-58 BELL BLVD,40.743331959885204,-73.75948777112956,4076270064,53,1367  
67-58 BELL BLVD,40.743331959885204,-73.75948777112956,4076270064,53,1367  
199-04 ROMEO CT,40.72313550309746,-73.76591384822868,4105260037,54, 476  
199-04 ROMEO CT,40.72313550309746,-73.76591384822868,4105260037,54, 476  
201 VARICK ST,40.728368795904856,-74.0053614691402,1005810001,02,  37  
201 VARICK ST,40.728368795904856,-74.0053614691402,1005810001,02,  37  
135-56 232 ST,40.67262944665647,-73.73937456061032,4131660003,54, 646  
135-56 232 ST,40.67262944665647,-73.73937456061032,4131660003,54, 646  
684 LIVONIA AVE,40.66509222720299,-73.89170082787165,3038250021,39,1126  
580 CASTLEHILL AVE,40.818688560561675,-73.84794447111595,2035370001,03,  90  
1361 E 99ST,40.63721798686467,-73.890693971639,3082830015,58,1022  
1361 E 99ST,40.63721798686467,-73.890693971639,3082830015,58,1022  
816 FAILE ST,40.8173722859058,-73.8872224098877,2027620278,03, 11502
814 FAILE ST,40.817328356298304,-73.88720803308003,2027620277,03, 11502
2339 PROSPECT AVE,40.85240472418132,-73.88337117091983,2031020047,18, 393  
1159 ARNOW AVE,40.86764493782275,-73.85350532416112,2045600003,15, 348  
1159 ARNOW AVE,40.86764493782275,-73.85350532416112,2045600003,15, 348  
2082 HUGHES AVE,40.84851441552514,-73.89069736881176,2030800019,18, 373  
120 RIVERDALE AV,40.66042453451384,-73.91242961091757,3035980034,44, 896  
120 RIVERDALE AV,40.66042453451384,-73.91242961091757,3035980034,44, 896  
220-09 103 AV,40.712153314357245,-73.73414479457722,4111550047,53, 568  
220-09 103 AV,40.712153314357245,-73.73414479457722,4111550047,53, 568  
550 WASHINGTON ST,40.728157180846104,-74.00952144828382,1005967502,02,  37  
550 WASHINGTON ST,40.728157180846104,-74.00952144828382,1005967502,02,  37  
35-17 108 ST,40.75522968356915,-73.86050943767916,4017510035,49, 381  
35-17 108 ST,40.75522968356915,-73.86050943767916,4017510035,49, 381  
144-52 76 RD,40.72232704758455,-73.81828923960082,4066670025,52, 77904
144-52 76 RD,40.72232704758455,-73.81828923960082,4066670025,52, 77904
471 CLARKSON AVE,40.65579730840439,-73.94397124181415,3048290001,38, 808  
1731 ZEREGA AV,40.84052272486758,-73.85211580540114,2039910056,03, 204  
145 HALSEY ST,40.68204742509829,-73.94782147421796,3018387501,57, 249  
145 HALSEY ST,40.68204742509829,-73.94782147421796,3018387501,57, 249  
1590 FULTON ST,40.67969517628462,-73.93690630057317,3016990022,38, 271  
132-32 60 AVE,40.74388749386925,-73.8330302668117,4063680084,52, 80301
35-30 12ST,40.671752586573916,-73.99689615992435,3010070172,48, 119  
87-40 188 ST,40.71689446843138,-73.77444918110143,4099640043,50, 472  
87-40 188 ST,40.71689446843138,-73.77444918110143,4099640043,50, 472  
420 LEXINGTON AVE,40.75226211354301,-73.97546410466086,1012807501,08,  92  
178-10 WEXFOR TER,NA,NA,NA,NA,NA
96-19 LIBERTY AVE,40.67281033881655,-73.9071644921874,NA,44, 908  
41-36 JUNCTION BLVD,40.7468208168218,-73.86839825350356,4015980019,46, 465  
25-03 BORDEN AVE,40.739532501758,-73.94516022629497,4001090001,45,   1  
25-03 BORDEN AVE,40.739532501758,-73.94516022629497,4001090001,45,   1  
1172 UNION ST,40.66905565642771,-73.9524277314347,3012750019,38, 321  
1172 UNION ST,40.66905565642771,-73.9524277314347,3012750019,38, 321  
117-06 PARK LA S,40.70827431327069,-73.83693197146108,4033230031,51, 775  
541 AMHERST AVE,40.55677301094609,-74.11800568582834,5046820022,23, 12805
541 AMHERST AVE,40.55677301094609,-74.11800568582834,5046820022,23, 12805
117-06 PARK LA S,40.70827431327069,-73.83693197146108,4033230031,51, 775  
1758 E 51 ST,40.61755757078332,-73.92573039961255,3078950075,33, 682  
1758 E 51 ST,40.61755757078332,-73.92573039961255,3078950075,33, 682  
1857 50 ST,40.627021963735636,-73.98034111076889,3054560062,48, 474  
1857 50 ST,40.627021963735636,-73.98034111076889,3054560062,48, 474  
150-19 LIBERTY AVE,40.67296467919605,-73.90458310294683,3036950013,44, 908  
150-19 LIBERTY AVE,40.67296467919605,-73.90458310294683,3036950013,44, 908  
1450 83 ST,40.613669908241526,-74.00863708756846,3063100025,42, 184  
1450 83 ST,40.613669908241526,-74.00863708756846,3063100025,42, 184  
598 W 178 ST,40.84731007119749,-73.93508467644267,1021330066,13, 261  
